,tweet,class
515,Gymnast Dipa Karmakar handed 21-month ban after failing dope test  https://t.co/gBbI52g9j4,Sports
516,Watch: Brawl breaks out between players in NBA game between Orlando Magic and Minnestota Timberwolves  https://t.co/QUMfDvABlR,Sports
517,"Orlando Magic beat Minnesota Wolves 127-120 after fight, 5 players ejected  https://t.co/UvYb45Y9Yc",Sports
518,Manchester City let Joao Cancelo join Bayern Munich for more playing time: Pep Guardiola  https://t.co/qjMnrKjzcy,Sports
519,"Elina Svitolina wants continued Wimbledon ban on Russian, Belarusian players  https://t.co/dWVTiU3dEM",Sports
520,Ranji Trophy: Bengal set up semis date with MP after 9-wicket win over Jharkhand  https://t.co/Clj0mADsdN,Sports
521,Ranji Trophy: Karnataka rout Uttarakhand by innings &amp; 281 runs to storm into semis  https://t.co/HQsiSb1qeN,Sports
522,Mexico players snubbed Davis Cup tie over lack of advance notice  https://t.co/Iuqr3Xut12,Sports
523,Alexander Zverev storms to Davis Cup win after being cleared of abuse  https://t.co/s1JkilfCMH,Sports
524,"Kurt Kitayama grabs lead at rainy, windy Pebble Beach  https://t.co/Z5Ohc81dvy",Sports
525,Aubameyang cut from Chelsea's Champions League squad  https://t.co/g1UDotWGd1,Sports
526,Border-Gavaskar Trophy: Barodian teaboy's spin casts spell on Australia batsmen  https://t.co/9QybJGrtaJ,Sports
527,Former England pacer Matthew Hoggard withdraws from hearings into Azeem Rafiq's racism allegations  https://t.co/nEPGbm2LeM,Sports
528,Enzo Fernandez's debut for Chelsea ends in goalless draw with Fulham  https://t.co/VJpfPAL0nR,Sports
529,Davis Cup: Sumit Nagal brings India back with close win after Yuki Bhambri's defeat  https://t.co/O5l1CXfSJd,Sports
530,"Border-Gavaskar Trophy: India focus on sweep shot, ponder over left-handed batting options ahead of Australia Tests  https://t.co/YGESKXz7oK",Sports
531,Ronaldo nets first goal for Al Nassr to snatch 2-2 draw  https://t.co/OzKUusPehy,Sports
532,"Zagreb Open: Wrestler Bhateri loses in semi-final, to fight for bronze  https://t.co/rmkjUMhdfm",Sports
533,"10 athletes fail dope test, 7 of them medallists at Gujarat National Games  https://t.co/ZXiDVvC1Hx",Sports
534,ISL: Silva special stuns Kerala Blasters FC as East Bengal FC seal clinical win  https://t.co/T88N3sxQQc,Sports
535,"Davis Cup: Yuki outplayed by Rune, India down 0-1 against Denmark on opening day  https://t.co/22Xwh0Z17m",Sports
536,Ravindra Jadeja sweats it out in Team India's net session ahead of first Test against Australia  https://t.co/gRjWC3T8w1,Sports
537,Neymar to miss PSG's Ligue 1 game against Toulouse  https://t.co/ostQvuU0Xp,Sports
538,I-League: Profligate Mohammedan Sporting held to goalless draw by TRAU  https://t.co/TwoGxdUu3C,Sports
539,"Watch: Shoaib Malik gets special guard of honour on his 500th T20 match, becomes third cricketer to reach the landmark  https://t.co/BQCRstMzDm",Sports
540,BCCI secretary Jay Shah in Bahrain to attend ACC meet to decide on Pakistan's Asia Cup hosting rights  https://t.co/RwxGS73pzk,Sports
541,Can't take new year's Test from Sydney to Adelaide: Michael Clarke  https://t.co/6mtXrgeeJ3,Sports
542,Shaheen Afridi gets married to Shahid Afridi's daughter Ansha  https://t.co/ohKC8BedsO,Sports
543,Ranji Trophy: Saurashtra's fightback leaves Punjab with 200 to get on Day 5  https://t.co/mylzdodGPd,Sports
544,Ford returning to Formula One in 2026  https://t.co/Efgwh5A9ml,Sports
545,'I don't understand how it is possible' - Klopp baffled by Chelsea spending  https://t.co/MEBQGD22uD,Sports
546,India maul Bhutan 12-0 in SAFF U-20 Women's Championship  https://t.co/RvnuxI4rZt,Sports
547,Nitin Menon to officiate in all 4 Border Gavaskar Trophy Tests  https://t.co/fuEEQ8Juet,Sports
548,How India U-19 girls went on to conquer the world  https://t.co/sCRlOOFMqv,Sports
549,Gujarat Giants appoint Rachael Haynes as head coach For WPL 2023  https://t.co/7lEMgDrDBz,Sports
550,PSG's Mbappe could play against Bayern despite injury: Nagelsmann  https://t.co/kTOWtegTQz,Sports
551,Adani-owned Women's Premier League team appoints Rachael Haynes as head coach  https://t.co/7d8sReCZdm,Sports
552,"Paul, McDonald give United States 2-0 lead over Uzbekistan in Davis Cup  https://t.co/Ss2a5GW8Tn",Sports
553,'My new badminton hero': Sunil Gavaskar praises Lakshya Sen  https://t.co/cFYFHFGoSy,Sports
554,ISL final to be held on March 18  https://t.co/BOAHzpBAZX,Sports
555,Australia will miss Adam Zampa's ability to zip ball against India: Sridharan Sriram  https://t.co/4HHy8MxhuE,Sports
556,"Ranji Trophy: MP beat Andhra by 5 wickets, face Bengal in semis  https://t.co/JOX7DXrVBj",Sports
557,India jump to third spot in IBA’s world boxing rankings  https://t.co/9Gq9BLUe1n,Sports
558,Sai Praneeth loses in Thailand Open quarter-finals  https://t.co/Rcoe5QC058,Sports
559,Ranji Trophy: Bengal cruise into semi-final with 9-wicket victory over Jharkhand  https://t.co/uRYR8HtSv6,Sports
560,Fit-again New Zealand pacer Jamieson hopes to make it count against England  https://t.co/grNnv4CClF,Sports
561,Team India begins preparations for the Border-Gavaskar Trophy in Nagpur  https://t.co/9qcjR5W3gg,Sports
562,India goalkeeper Gurpreet Singh signs five-year contract extension with Bengaluru FC till 2028  https://t.co/tRkikUkE1N,Sports
563,"Russians' Asian route to Olympics not yet final, says IOC's Nenad Lalovic  https://t.co/5DZcmPaewQ",Sports
564,"Joginder Sharma, India's hero of 2007 T20 World Cup triumph, announces retirement  https://t.co/B8KiemoAIZ",Sports
565,Karnataka register innings win over Uttarakhand to enter Ranji Trophy semifinals  https://t.co/okb54GFcFQ,Sports
566,"India vs Australia: Spin talk won't blind Australia to reverse-swing threats, says wicketkeeper Alex Carey  https://t.co/RJYllAhXIs",Sports
567,Australia get 'Ashwin duplicate' to train ahead of Test series against India  https://t.co/vgoiJsVdj5,Sports
568,Poland expects 40 nations to oppose Russian athletes at Olympics  https://t.co/Gxh01KXJh1,Sports
569,Renault's first F1 winner Jean-Pierre Jabouille dies  https://t.co/CI69uLy22T,Sports
570,Nottingham Forest sign Ghana captain Andre Ayew  https://t.co/1Sw5IsdH9Y,Sports
571,USA backs Russians competing as neutrals in Olympics  https://t.co/Bl246IUs9J,Sports
572,New Zealand taking cautious approach with fast-bowling 'asset' Kyle Jamieson  https://t.co/cPJOz5u2gk,Sports
573,"If Virat Kohli is not around, Rahul Tripathi should be the first choice Number 3 for India: Dinesh Karthik  https://t.co/fheSnE4Zrt",Sports
574,Brian Lara hopes to boost West Indies on return to scene of big century in Bulawayo  https://t.co/spYsu6p0BL,Sports
575,"Watch: Shubman Gill, Ishan Kishan, Yuzvendra Chahal 'recreate' favourite Roadies moment  https://t.co/chOCpngQBy",Sports
576,Shubman Gill has as much potential as Virat Kohli: Irfan Pathan  https://t.co/axSnBfYIgT,Sports
577,We will look to take positives from Tri-series into T20 World Cup: Deepti Sharma  https://t.co/RhRRRcD3D9,Sports
578,Nick Kyrgios assault charge dismissed despite guilty plea  https://t.co/ExehkxNTxM,Sports
579,Real Madrid beat Valencia in La Liga but Karim Benzema off injured  https://t.co/kDDs4WWFzG,Sports
580,Juventus beat Lazio to reach Italian Cup semifinals  https://t.co/ZGn35cxrEz,Sports
581,Playing at next FIFA World Cup depends on how my career is going: Lionel Messi  https://t.co/eVITGW35eW,Sports
582,"Vedika misses gold by a whisker, becomes only Nagpur player to win silver in national schools chess  https://t.co/b43QmVrIM2",Sports
583,Referee bungles as Chennaiyin fail to beat Odisha in ISL  https://t.co/Rg3ucfrPA9,Sports
584,Ranji Trophy: Karnataka in command against Uttarakhand  https://t.co/43WQAnjNc6,Sports
585,Ranji Trophy: Bengal close to semifinal berth  https://t.co/ALOn3xYvpU,Sports
586,"EXCLUSIVE: If Rishabh Pant is not back, KL Rahul should keep and bat at No. 5 in ODI World Cup; Sanju Samson should be given consistent opportunities, says Robin Uthappa  https://t.co/nvoEmjWccP",Sports
587,ISL: Odisha FC play out 2-2 draw with Chennaiyin FC  https://t.co/CJ1qV1UDrK,Sports
588,Pacer Kyle Jamieson returns to New Zealand squad for England Tests  https://t.co/CrgInN3Xo6,Sports
589,Punjab take 128-run first innings lead against Saurashtra in Ranji quarterfinal  https://t.co/0udtruwX9B,Sports
590,South Africa Women beat India Women by 5 wickets in T20I Tri-series final  https://t.co/yRDTFlybcf,Sports
591,Women's Premier League auction on February 13 in Mumbai  https://t.co/ewFZQqpDlc,Sports
592,PSG lose injured Mbappe for first leg of Bayern Champions League tie  https://t.co/7BD774i0Kw,Sports
593,"I-League: Sudeva Delhi taste season's first success, beat Rajasthan United 3-2  https://t.co/cONGkUvPO9",Sports
594,"Sai Praneeth enters Thailand Open quarters; George, Ashmita bow out  https://t.co/spnDt9TcHn",Sports
595,Ranji Trophy: Shreyas Gopal's career-best 161 puts Karnataka on cusp of semi-final qualification  https://t.co/FJsZcQSwEd,Sports
596,Mohammad Shabnam targets berth in senior team  https://t.co/IvZgg5deRP,Sports
597,Attempted rape charge against Manchester United star Greenwood dropped  https://t.co/8EmAlYk1V2,Sports
598,FIA launches application process for prospective F1 teams  https://t.co/sJNcHNipSx,Sports
599,Tackling slide spin will be key to Australia's success in India: Coach McDonald  https://t.co/eY5HsCBc9B,Sports
,tweet,class
0,Mumbai ranked as 7th preferred destination for cross border investment in Asia Pacific region.  It left behind Shanghai &amp; Seoul. Credit goes to NDA Govt which created business friendly atmosphere &amp; stopped harassment faced by investors.,Politics
1,Sidhu Moosewala’s father : “I ask Bhagwant Mann that if there is no security scare in Punjab why he increased security of his wife from 16 to 40 guards.”,Politics
2,Punjab News - Two former Akali Dal MLAs resigned from party as they are unhappy with Sukhbir Badal.,Politics
3,People welcoming SP Maurya.  https://t.co/xuvyvnUf6l,Politics
4,Tsunami on Cards in Bengali Hindu dominated seats in Tripura.  https://t.co/bB0lKJpno3,Politics
5,PM Modi mocks Ashok Gehlot’s budget speech. 😂🤣  https://t.co/yPxMJmtn4L,Politics
6,PM Modi : “Rajasthan is land of brave people.”,Politics
7,NIA informs Haryana Govt that youngsters from villages are on recruitment list of foreign terrorist organisations.  They urged them to improve their intelligence network. In Moosewala killing many shooters were from Haryana &amp; foreign agencies might use them against BJP leaders.,Politics
8,Big Defence Update - India &amp; US will jointly develop UAVs which will be used for surveillance missions. First prototype of this project will be ready by year end.,Politics
9,"Big News - India’s Toy imports reduced by 70% thanks to increase in custom duties, vocal for local &amp; raids by BIS. On the other hand exports have jumped by 60%.  One more success story for Modi Government.",Politics
10,PM Narendra Modi inaugurates Dausa-Sohna stretch of Mumbai-Delhi expressway  https://t.co/S65x4jr62w,Politics
11,PM Modi : “We are building haats along the expressway where farmers will sell their produce”.,Politics
12,"Singapore based Mapletree will set up a platform that will invest over ₹15,000 crore in technology sector-focused workplaces in India.",Politics
13,Union Minister Nitin Gadkari said UP will receive 1.5 lakh E-buses &amp; it will create jobs for 3 lakh people.,Politics
14,"Chandrashekhar Bawankule : “As CM Uddhav Thackeray never signed a single file. He never carries pen. We’ll pay ₹1,000 if you show his sign on any file.”",Politics
15,BJP MP Pratima Bhoumik : “Manik Sarkar’s bastion Dhanpur will fall &amp; I’ll create history by winning it”.,Politics
16,Farewell Pic  https://t.co/9bwg9WwcNN,Politics
17,Haryana CM ML Khattar &amp; Union Minister Nitin Gadkari will join Mumbai-Delhi expressway inauguration virtually.     https://t.co/lW1HOQIU3p,Politics
18,Ghulam Nabi Azad praised Mamata Banerjee. Next stop TMC??,Politics
19,3 out of 5 judges who gave Ram Janmabhoomi verdict got Constitutional posts.  Understand the chronology &amp; know who worked for Hindus.,Politics
20,This ‘Anger’ against Nitish Kumar will be hazardous to RJD also.  https://t.co/W3cqa1sGHT,Politics
21,Home Minister Amit Shah prays at Tripura Sundari temple. He will address rallies today.  https://t.co/P4uUphp4Ye,Politics
22,Rajasthan BJP leaders arrived at Gulabchand Kataria’s house to wish him best for his new innings as Governor of Assam.  https://t.co/uuCQRZJrAN,Politics
23,Biswa Bhusan Harichandan : Chhattisgarh  Anusuiya Uikye : Manipur  La. Ganesan : Nagaland  Phagu Chauhan : Meghalaya  Rajendra Vishwanath Arlekar : Bihar  Ramesh Bais : Maharashtra   B.D. Mishra : Ladakh,Politics
24,New Governors list -  General Kaiwalya Trivikram Parnaik : Arunachal Pradesh  Lakshman Prasad Acharya : Sikkim   C.P. Radhakrishnan : Jharkhand  Shiv Pratap Shukla : Himachal Pradesh   Gulab Chand Kataria : Assam  Abdul Nazeer : Andhra Pradesh,Politics
25,Uttarakhand News - BJP Government waives off electricity &amp; water bills of people affected by Joshimath crisis.,Politics
26,SP MLA Irfan Solanki’s 5 more flats of ₹3 crore seized.,Politics
27,Delhi Mayor Elections on 16th February.,Politics
28,Amit Shah : “BJP is party of patriots &amp; Congress-JDS support Tipu Sultan.”,Politics
29,Literal Meaning : ‘How dare you Congressis accuse others of corruption.’  https://t.co/lOsTTldSEX,Politics
30,Amit Shah will be in Pune on 18th &amp; 19th February to attend party programmes &amp; take stock of bypoll preparations.,Politics
31,"UP News - Japan’s HMI Group will invest ₹7,200 crore to develop 30 hotels.",Politics
32,What is Butku saying here??  https://t.co/lMUnKGg6Q0,Politics
33,It is our good luck that we have him as Prime Minister.  https://t.co/iAK4Ish0Aw,Politics
34,Manohar Lal Khattar to Sarpanches : “Won’t tolerance hooliganism anymore. E-Tendering is to bring transparency &amp; we won’t take it back.”,Politics
35,@iKiran108 Only in few districts.,Politics
36,@m_patel01 Predicted a sweep. 5 for AAP. Lowest tally for Congress. Others tally is also correct.,Politics
37,Karnataka Election Prediction next week.  Mind It - Vast majority won’t like it.,Politics
38,"Nirmala Sitharaman : “Centre reduced excise duty on fuel twice but Punjab, Himachal Pradesh &amp; Kerala hiked VAT.”",Politics
39,Madhya Pradesh News - BJP candidate wins Jaithari Municipal Council Chairman election in a nail biting finish by one vote.,Politics
40,"Uttarakhand BJP Govt makes E-copies of 83,000 old files. This will help babus in smooth functioning.",Politics
41,Ujjain plans to break record of lighting up maximum diyas on 18th February.🔥🔥  Ayodhya has record of 15.76 lakh diyas.,Politics
42,Tejaswi Yadav : “As per BJP’s internal report they are winning only 3 seats in Bihar in 2024 Elections”.  On counting day I bet you won’t find RJD &amp; JDU spokespersons after 12 PM.,Politics
43,4 Directors of AMUL from Central Gujarat join BJP.,Politics
44,Tata Sons Chairman N Chandrasekaran : “India will have $25 trillion economy by 2047.”,Politics
45,Yogi Adityanath on Amit Shah : “He has qualities of PM Modi &amp; Veer Savarkar.”,Politics
46,Uddhav Sena’s Sushma Andhare speaks nonsense about Prabhu Ram.  She should be arrested &amp; Uddhav Sena should must sack her for Hinduphobic statements.  https://t.co/Rz0AT3e6yH,Politics
47,Apple is left with no choice so it will bring Type-C smartphones in EU. However android Type-C chargers won’t work with them.,Politics
48,PM Modi : “There is Kushti between LEFT &amp; INC in Kerala and Dosti in Tripura.”,Politics
49,Amit Shah : BJP is successful in controlling terrorism in Kashmir &amp; insurgency in North East.,Politics
50,Modi Mania in Tripura. 🔥🔥    https://t.co/9CvoY96sEe,Politics
51,Marathi actress Priya Berde joins BJP.  https://t.co/yLfpMEAev1,Politics
52,MP BJP Minister Gopal Bhargav to voters : “If Congress leaders come to you ask them for how much money they will change sides.”,Politics
53,Mansukh Mandaviya informs State Governments that they will stop support to Central schemes in states if Govt changes the name of the schemes.,Politics
54,Ashok Gehlot : “These aren’t freebies but social security”.,Politics
55,Maharashtra BJP appoints MLC Shrikant Bhartiya as Election in charge for 2024 polls.  He is close to Devendra Fadnavis &amp; former OSD to CM.,Politics
56,Sanjay Raut : “Eknath Shinde &amp; BJP won’t win BMC polls even if Narendra Modi comes to campaign.”,Politics
57,Amit Shah : “Voting for JDS is like voting for Congress.”,Politics
58,Varun Gandhi : “I rejected Minister post twice.”  Has anyone offered him posts in last 9 years??,Politics
59,UP Police seized ₹21 crore assets of SP MLA Irfan Solanki.,Politics
60,Big News - Air India has reportedly made biggest purchase in history of commercial aviation. They signed multiple deals with Airbus &amp; Boeing.,Politics
61,Tomorrow Adani will shut their shops.  https://t.co/ohWrt1bsxI,Politics
62,PM Modi : “CPM &amp; Congress who fought each other for decades have come together for 'chanda’ (donation)”.,Politics
63,No opposition leader can hold such roadshow in Tripura.  https://t.co/jMIi2WoXGv,Politics
64,She used to spend 3 hours daily in jail with Abbas. Complaint filed against Jailor &amp; 7 other officials. For more news follow us.,Politics
65,"Ujjain News - Meat shops on Mahakal temple road will be removed.   Names of three areas also changed by BJP controlled Corporation :   Kutta Bawdi as Lakha Banjara, Mullapura as Murlipura &amp; Maili Gali as Swarna Gali.",Politics
66,ED arrested YSRCP MP Magunta Sreenivasulu Reddy’s son Raghav Magunta in Delhi liquor scam case.  How many states &amp; parties involved in this scam?? Were they collecting money for 2024 Lok Sabha Elections??,Politics
67,Tripura voters were excited for PM Modi’s rally.    #ModirSatheTripura  https://t.co/QKX0sIYV6D,Politics
68,NIA raids in Mumbai &amp; Bengaluru in connection with a terror case.,Politics
69,Prime Minister Shri Narendra Modi will inaugurate Sohna-Dausa stretch of Delhi-Mumbai expressway tomorrow. ❤️🔥😍  https://t.co/NaapoACWwD,Politics
70,PM Modi : “During CPM rule police stations were captured by their cadre but now there is rule of law”.,Politics
71,Kavitha Rao : “Gabbar Singh has no family that doesn’t means he is sincere”.  Opposition is using fictional characters to counter PM Modi.,Politics
72,Karnataka News - Amit Shah’s roadshow in Mangaluru cancelled due to security concerns. PFI was active in this area before being banned.,Politics
73,Pakistan will impose 170 billion rupees tax on its citizens as part of IMF deal.,Politics
74,BJP Minister Kamal Patel compares Kamalnath’s looks to Gulshan Grover.  Who actually looks good ?,Politics
75,Health centre in UP issues death certificate of Haryana CM Manohar Lal Khattar.,Politics
76,Tripura News - 41 out of 43 sitting MLAs contesting polls got richer. On the other hand two MLAs including CM Manik Saha’s net worth declined.,Politics
77,Delhi LG VK Saxena removes two AAP backed nominees (Jasmine Shah &amp; Naveen Gupta) to private power distribution companies.,Politics
78,Mukhtar Ansari’s daughter-in-law Nikhat arrested by police for meeting Abbas without permission. Objectionable items were recovered from her.,Politics
79,"Bengal News - Finance Minister Nirmala Sitharaman informs Parliament that TMC Govt owes ₹1,841 crore to Centre.",Politics
80,UP Deputy KP Maurya : “No district receives special treatment as BJP Government treats all districts equally.”,Politics
81,Madhya Pradesh News -BJP wins Manawar Chairman election &amp; Congress wins Raghogarh Chairman election.,Politics
82,Sunday Web Series Suggestions :  Absentia - Mystery Thriller The Kicks - Youth Sports Drama Wayward Pines - Mystery Sci-Fi Echo 3 -Action Great News - Comedy  Movie:  Easy A :Comedy Ticket to Paradise : Comedy Drama The Punisher :Action The Reunion : Action Comedy Greedy : Comedy,Politics
83,Uttarakhand Governor Gurmeet Singh approves Anti-Copying Bill to curb paper leak cases.,Politics
84,He passed away. Om Shanti.,Politics
85,Do you agree??  https://t.co/hpjkEoKklS,Politics
86,Chhattisgarh News - Narayanpur BJP District Incharge Sagar Sahu injured after Naxals shot him. He was attacked in his home.  Imagine law &amp; order situation in state from this incident.,Politics
87,Big News from Rajasthan -  BJP plans to prepare army of 11 lakh panna pramukhs before Assembly polls.,Politics
88,₹341.87 crore credited in bank accounts of COVID orphans through PM CARES Fund.,Politics
89,Kerala Govt imposes cess on fuel rates &amp; for the decision taken by their own Govt also they are now blaming Union Govt.😂🤣,Politics
90,Big News - EPS confirms AIADMK’s alliance with BJP will continue for 2024 LS polls.,Politics
91,Karnataka News - Revenue Minister R Ashoka resigns as Mandya BJP incharge after protests from local workers.,Politics
92,DRDO Tapas will deal with Chinese balloons trying to enter Indian territory.  https://t.co/Oax1kurrT5,Politics
93,Caption it.  https://t.co/zZ5SwVq4Wu,Politics
94,Big News - Indian Govt will soon invite applications for second round of semi-conductor chip manufacturing with $10 billion incentive package.,Politics
95,Telangana &amp; Bihar News - Election for Mahbubnagar &amp; Hyderabad MLC constituencies will be held on 13th March. Counting on 16th March.   5 MLC seats will go to polls in Bihar in April.,Politics
96,Gujarat News - Maulana Rashidi issues apology after police files FIR against him for making unnecessary comments on Somnath Mandir.,Politics
97,ED attached ₹26.6 crore assets of NCP leader Anil Bhosale in cooperative bank scam.,Politics
98,Jaya Bachchan says she is woman so she got suspended.😂🤣  For more political news follow us.,Politics
99,PM Modi : “Whenever I go abroad people from Bohri community come to greet me.”  He inaugurates educational institute of Dawoodi Bohra community.,Politics
100,Modiji with young students on Vande Bharat train.  https://t.co/VYEY3KRCiT,Politics
101,VP Jagdeep Dhankhar suspends Congress MP Rajni Patil for unruly behaviour.,Politics
102,Animal Welfare Board takes back ‘Cow Hug Day’ notification after getting trolled.,Politics
103,Satish Poonia : On lines of paper leak Rajasthan Govt leaked budget.,Politics
104,"Congress rebel, AAP &amp; Sambhaji Brigade withdrew their candidature in Kasbapeth bypoll.  Direct BJP V/S Congress contest. Who will win??",Politics
105,Telangana BJP President Bandi Sanjay Kumar promises to demolish domes of new Secretariat if BJP Government comes to power.,Politics
106,Rajyavardhan Rathore : “Rajasthan Govt can’t even manage confidential documents like budget papers”.,Politics
107,Nirmala ji trolls Ashok Gehlot.😂🤣    https://t.co/eZUwu0AGwv,Politics
108,Prime Minister Shri Narendra Modi flags off two Vande Bharat trains in Mumbai.  https://t.co/5B0OT8oLVa,Politics
109,5.9 million tonnes lithium deposits found in Jammu &amp; Kashmir.,Politics
110,Uttarakhand Govt’s new Anti-Copying Law -  1. Fine upto ₹10 crore.  2. Lifetime imprisonment for convicts.  3. Students to be debarred from exams for 10 years.  4. Assets made in the process will be seized.,Politics
111,3 Questions for 3 North East states going to polls -  1. Will CPM+INC cross double digit in Tripura??  2. Will BJP win more than 5 seats in Meghalaya??  3. Will Others (Non BJP &amp; non NDPP) win even 6 seats in Nagaland??,Politics
112,Big News - UP Govt received investment proposals worth ₹32 lakh crore.  Size of UP economy was ₹19 lakh crore in 2021-22.,Politics
113,This is the same firm that Twitter used Musk pulled out of deal &amp; they were successful.  For more news updates follow our handle.,Politics
114,Rajasthan Budget - Laptops &amp; tablets for reporters.  Pre-election bribe to not speak against Govt??,Politics
115,Big Breaking News - BJP wins one seat in Nagaland even before election.  Kazheto Kinimi wins from Akuluto after Congress candidate withdrew nomination &amp; there was no other candidate in contest.,Politics
116,Maharashtra NDA Govt will expand ‘My Clinic’ facilities to other districts of state. Currently 500 such clinics are planned in Mumbai.,Politics
117,Satish Poonia’s meme on Gehlot.😂🤣  https://t.co/l8vWARm2nS,Politics
118,Vasundhara Raje on Gehlot reading old budget : “It shows the carelessness with which he is running the Government.”,Politics
119,"Over 4,900 new MNCs opened in India &amp; during same period 1,333 MNCs closed down.",Politics
120,Amit Shah will campaign in communally volatile Dakshin Kannada District tomorrow.,Politics
121,Madhya Pradesh News - BJP’s social media team is expanding &amp; in coming days more you will see it effectively countering opposition. They are also receiving training from trained professionals.,Politics
122,Big News - Gautam Adani hires American legal powerhouse Wachtell to battle Hindenburg.,Politics
123,"Reliance Industries will invest ₹75,000 crore in UP over next 4 years.",Politics
124,Ashok Gehlot reads old budget today in Rajasthan Assembly.😂😂  Bhagwant Mann has got some company.     https://t.co/mY3npx5ruh,Politics
125,Andhra Pradesh News - Rebel YSRCP MLA Kotamreddy complains to Amit Shah about phone tapping prevalent in state.,Politics
126,Karnataka News - BY Vijayendra appointed as convenor by BJP to organise District level conventions of 7 Morchas.,Politics
127,Andhra Pradesh News - TDP claims it will 160 seats in next Assembly election.  What’s current ground position??,Politics
128,UP Deputy CM Brajesh Pathak said BJP Govt will rename Lucknow as ‘Laxman Nagari’.,Politics
129,India &amp; Russia sign MoU for supplying LNG  &amp; low carbon ammonia.,Politics
130,Madhya Pradesh News - BJP candidate wins Omkareshwar Nagar Parishad Chairman election.,Politics
131,TN News - Dhinakaran says AMMK is open to alliance with BJP for 2024 LS polls.,Politics
132,"PM Modi’s schedule for next 4 days -  10th Feb : Mumbai, Lucknow. 11th Feb : Tripura. 12th Feb : Rajasthan. 13th Feb : Tripura.",Politics
133,Australia to remove Chinese cameras from sensitive sites as Chinese companies might share information with their Govt.,Politics
134,Physics Wallah CEO Alakh Pandey meets CM Yogi Adityanath &amp; suggests reforms required to enhance quality of education.  https://t.co/mOtisF4cU4,Politics
135,Tamil Nadu BJP's Skill Development and Sports cell launched a greening initiative - 'Swasam' - for climate change response in Chennai on Thursday.,Politics
136,Karnataka BJP proposes BS Yediyurappa’s name for new Shivamogga airport.,Politics
137,"Prayagraj News - BJP has 2,000 Muslims members in 2014 which rose to 20,000 in 2022 as per local minority cell incharge.  On ground increasing membership is futile unless all members vote BJP.",Politics
138,Haryana CM ML Khattar invites Shanghai Cooperation Organisation (SCO) countries to invest in state.,Politics
139,Mahua Mantra.  https://t.co/ZZ4bCLVceS,Politics
140,Breaking News - Explosives in large quantity recovered from Dausa just two days ahead of PM Modi’s visit.,Politics
141,Hollywood actor Leonardo DiCaprio praised Assam BJP Govt’s efforts to end poaching of rhinos.,Politics
142,Bihar News - Maoists are openly threatening one BJP MP &amp; one former JDU MLA.  Bihar CM Nitish Kumar must take such warnings seriously.,Politics
143,Siddaramaiah calls Tejaswi Surya Amavasya Surya.  Former CM should not act like Twitter troll.,Politics
144,Meghalaya News - Congress candidate Saleng Sangma runs away from police checking at checkpoint.  Police chases him &amp; catches him.  Such checkpoints are to ensure that no black money is getting transferred.,Politics
145,Ashok Leyland’s Ashok Hinduja says he has come to UP for Global Investors Summit to make a big investment &amp; transform state into an investment hub.,Politics
146,Modiji with opposition leaders.  https://t.co/Xm1yPi1MzX,Politics
147,G Kishan Reddy : Congress leaders have lost faith in their own leadership.,Politics
148,Yesterday &amp; Today.  https://t.co/FfJHqiI8uw,Politics
149,Are they students??  #Uttarakhand #Dehradun  https://t.co/qmZuBI9wBy,Politics
150,Kerala News - Stones pelted at Union Minister V Muraleedharan’s house in Thiruvananthapuram.,Politics
151,@beniwal1964 @narendramodi I’ll be in Haryana in March or April. Will update current Ground situation.,Politics
152,So called student protestors attack police vehicles in Dehradun. Initial reports suggest opposition is involved.  https://t.co/3MUuDnfIe5,Politics
153,"Delhi, Punjab, Himachal Pradesh &amp; Rajasthan are with opposition now.",Politics
154,Haryana News - Govt cancels vacancies which were pending for 2 years.  It is not only morally wrong but it also affects administrative work.  Honourable @narendramodi ji must intervene if BJP wants to win Haryana. It is crucial state from security point of view as,Politics
155,Uttarakhand News - Students pelt stones on police during protests in Dehradun.  CM Pushkar Dhami urged them to exercise restraint while protesting.,Politics
156,Manjit Singh Grewal on ED radar. He is close to CM Mamata Banerjee &amp; managed her Bhabanipur bypoll campaign.  https://t.co/yzQNypoY1l,Politics
157,Birthday Greetings To Maharashtra CM @mieknathshinde ji.,Politics
158,And Narendra Damodardas Modi finishes it off in style. 🔥🔥  https://t.co/O7KockDrwJ,Politics
159,BJP Delhi’s perfect take on Delhi Snoopgate.  https://t.co/A98INNxbf7,Politics
160,Which speech of Modiji you liked more??  Rajya Sabha or Lok Sabha one??,Politics
161,PM Modi : Entire country knows ‘Ek Akela Modi Kitno Pe Bhari Pada Hai’. Even for raising slogans they all unite against me. They are looking for ways to save their skin.,Politics
162,have to pay for it. Why should I worry.,Politics
163,PM Modi : Some opposition ruled states have started giving out doles as they know next generation will have to pay for it. They will ruin states &amp; even country due to this financially irresponsible behaviour.  One CM said I’m giving doles as I know the CM after many years will,Politics
164,PM Modi : Check their history &amp; which PM misused article 356 to dislodge elected governments 90 times. Indira Gandhi misused it 50 times.,Politics
165,PM Modi : LEFT &amp; DMK should remember how Congress threw their Governments at their will.  MGR’s soul must be sad. Sharad Pawar was young CM but his Govt was also dislodged &amp; he is with them now. They harassed all regional leaders. NTR also met same fate when he was ill.,Politics
